OBJECTID_1,ED_ID,ED_ENGLISH,ED_GAEILGE,COUNTY,CONTAE,PROVINCE,CENTROID_X,CENTROID_Y,GUID_,CSOED_3409,OSIED_3441,CSOED_34_1,Shape__Area,Shape__Length
143,117075,St. PATRICK'S, ,LEITRIM,Liatroim,Connacht,593538.091462742,820214.053671033,2AE19629174113A3E055000000000001,28055,117075,St. Patrick's,28836215.5741272,24257.5658031843
144,268127,RATHFARNHAM, ,DUBLIN,Baile Átha Cliath,Leinster,715221.113161602,730115.937147592,2AE196291DD213A3E055000000000001,02133,268127,Rathfarnham,1131500.83706665,4411.4724310592
145,137046,MILLTOWN, ,LONGFORD,An Longfort,Leinster,629882.378976799,777444.21011373,2AE19629192813A3E055000000000001,09031,137046,Milltown,17086237.7714844,26572.7000951548
146,197034,CASTLETEHEEN, ,ROSCOMMON,Ros Comáin,Connacht,576120.277933336,775830.85628929,2AE196291A4813A3E055000000000001,30066,197034,Castleteheen,20472814.7862854,25745.7420629317
147,257041,HOLLYWOOD, ,WICKLOW,Cill Mhantáin,Leinster,694406.553462635,704146.568943338,2AE196291E4913A3E055000000000001,15017,257041,Hollywood,30115325.6997986,31312.5113496172
148,47278,RATHCORMACK, ,CORK,Corcaigh,Munster,579010.296062351,592540.246679333,2AE19629213813A3E055000000000001,18143,47278,Rathcormack,28968760.903717,27334.2040792816
149,47298,St. MARY'S, ,CORK,Corcaigh,Munster,563657.523440848,573880.949290304,2AE1962921CB13A3E055000000000001,18103,47298,St. Mary's (Part Rural),18970029.5854797,27220.9235203825
150,47170,GREENANE, ,CORK,Corcaigh,Munster,540595.597951131,604111.237277851,2AE196291F8813A3E055000000000001,18161,47170,Greenane,20226051.3319702,18760.1769558228
151,57147,TURMONE, ,DONEGAL,Dún na nGall,Ulster,658242.864510451,945901.632585347,2AE1962920EF13A3E055000000000001,33094,57147,Turmone,25818231.1691895,23682.95406278
152,217102,KILLEENASTEENA,Cillín an Stiabhnaigh,TIPPERARY,Tiobraid Árann,Munster,606991.292206204,634827.504075195,2AE196291C9013A3E055000000000001,23108,217102,Killeenasteena,29590814.9719238,27490.0472675862
153,217017,BALLYGRIFFIN,Baile Ghrífín,TIPPERARY,Tiobraid Árann,Munster,602248.154696589,642450.094429275,2AE19629198E13A3E055000000000001,23154,217017,Ballygriffin,13997576.2366638,15802.8118451523
154,197079,KILTEEVAN, ,ROSCOMMON,Ros Comáin,Connacht,595015.75739302,762850.672346492,2AE19629199213A3E055000000000001,30098,197079,Kilteevan,36051620.4607544,37375.8523140932
155,67121,KILCUMMIN,Cill Chuimín,GALWAY,Gaillimh,Connacht,501123.088845956,739444.747153954,2AE1962923A413A3E055000000000001,27155,67121,Cill Chuimín,59774679.3169556,43438.2949171943
156,267002,BALBRIGGAN RURAL, ,DUBLIN,Baile Átha Cliath,Leinster,719785.359194616,761562.935317834,2AE196291EF013A3E055000000000001,04002,267002,Balbriggan Rural,25779815.2648621,29875.499740323
157,268002,ARRAN QUAY B, ,DUBLIN,Baile Átha Cliath,Leinster,714510.229550955,735206.610141875,2AE196291CEC13A3E055000000000001,02002,268002,Arran Quay B,843371.052154541,3536.67471203567
158,97093,ROSSINAN,Ros Séanáin,KILKENNY,Cill Chainnigh,Leinster,658896.833702387,620336.427035541,2AE1962923EA13A3E055000000000001,07112,97093,Rossinan,18351293.2975769,26500.848358257
159,57121,MILLFORD, ,DONEGAL,Dún na nGall,Ulster,618977.295408757,927818.394359379,2AE19629207213A3E055000000000001,33123,57121,Millford,28840790.8737793,34755.8995914269
160,117024,CLOVERHILL, ,LEITRIM,Liatroim,Connacht,614395.619826148,815715.655085012,2AE19629172113A3E055000000000001,28002,117024,Cloverhill,19162028.5231628,23223.6619543181
161,17006,BALLYMOON, ,CARLOW,Ceatharlach,Leinster,674536.258781428,660735.08981718,2AE19629184313A3E055000000000001,01016,17006,Ballymoon,14107714.0331726,17295.4675559655
162,57084,GREENCASTLE, ,DONEGAL,Dún na nGall,Ulster,664269.988254747,943615.668008984,2AE19629208813A3E055000000000001,33082,57084,Greencastle,33923884.8370361,26471.7812194761
163,87035,DUNFIERTH, ,KILDARE,Cill Dara,Leinster,677003.214176085,737400.668617452,2AE1962922C013A3E055000000000001,06048,87035,Dunfierth,22375060.4896545,20972.6618116837
164,127090,KILFINNANE,Cill Fhíonáin,LIMERICK,Luimneach,Munster,568470.328951362,623447.144016307,2AE19629179F13A3E055000000000001,21039,127090,Kilfinnane,27452063.8615112,26731.0364321508
165,237071,KNOCKDRIN, ,WESTMEATH,An Iarmhí,Leinster,647141.602314811,758155.58881704,2AE196291B1B13A3E055000000000001,13084,237071,Knockdrin,22701719.3334656,22989.9166107244
166,97066,KILLAMERY,Cill Lamraí,KILKENNY,Cill Chainnigh,Leinster,640889.851861534,632904.388288729,2AE1962923B613A3E055000000000001,07010,97066,Killamery,12633161.7209167,21590.9062244223
167,127066,DUNNAMAN,Dún na mBeann,LIMERICK,Luimneach,Munster,548966.50400279,643520.374835945,2AE19629179813A3E055000000000001,21014,127066,Dunnaman,18112459.4995117,28411.7967684856
168,97080,ODAGH,Bábhún Ó nDuach,KILKENNY,Cill Chainnigh,Leinster,645134.36179415,662075.082621253,2AE1962923D013A3E055000000000001,07052,97080,Odagh,17918741.6471558,21785.3775676798
169,37028,CLOGHAUN, ,CLARE,An Clár,Munster,511907.600649589,700868.30305125,2AE19629200F13A3E055000000000001,16051,37028,Cloghaun,16700550.8093262,23027.8136951281
170,217175,FETHARD,Fiodh Ard,TIPPERARY,Tiobraid Árann,Munster,620694.284079954,634965.841076359,2AE196291C4F13A3E055000000000001,23104,217175,Fethard,746315.195892334,3506.67325894394
171,247092,NEWBAWN, ,WEXFORD,Loch Garman,Leinster,682661.289787886,621646.660408414,2AE196291EAD13A3E055000000000001,14081,247092,Newbawn,22944093.3609924,27557.3965454786
172,127007,ARDAGH,Ardach,LIMERICK,Luimneach,Munster,526755.07040929,638180.362964961,2AE19629175D13A3E055000000000001,21079,127007,Ardagh,26057683.530426,34082.990293375
173,147022,DYSART,An Díseart,LOUTH,Lú,Leinster,711340.134888243,788441.97453816,2AE1962918ED13A3E055000000000001,10038,147022,Dysart,24395108.925293,24162.49588844
174,117021,CLOONCLARE, ,LEITRIM,Liatroim,Connacht,598873.437739741,835747.278287836,2AE19629171E13A3E055000000000001,28037,117021,Cloonclare,19921385.340332,23100.5206727316
175,187010,BARNA,Bearna Chlaí Chosnaigh,OFFALY,Uíbh Fhailí,Leinster,602987.658936911,687904.326594324,2AE196291AF613A3E055000000000001,12048,187010,Barna,14902093.5909119,21279.0561611902
176,77132,MARHIN,Márthain,KERRY,Ciarraí,Munster,436877.017972361,603334.424759965,2AE19629225613A3E055000000000001,19042,77132,Márthain,14098393.5581207,18721.4017528567
177,107094,TIMOGUE, ,LAOIS,Laois,Leinster,655259.461314339,693695.487334287,2AE19629170313A3E055000000000001,08038,107094,Timogue,19345848.5294189,24560.2597038054
178,187019,CLOGHAN,An Clochán,OFFALY,Uíbh Fhailí,Leinster,608784.39403159,718932.852994945,2AE196291A5113A3E055000000000001,12007,187019,Cloghan,27903594.8348389,26710.7256206799
179,27093,WATERLOO, ,CAVAN,An Cabhán,Ulster,654579.285258239,797800.60389951,2AE196291FB013A3E055000000000001,32080,27093,Waterloo,28207590.0083618,35944.1784426046
180,207063,MULLAGHERUSE, ,SLIGO,Sligeach,Connacht,543757.963322928,826698.328547556,3576C5999C054152E0530100007F0280,31031/31027,207063,Templeboy South / Mullagheruse,82956607.4952393,67820.2701449266
181,227010,BALLYMACARBRY,Baile Mhac Cairbre,WATERFORD,Port Láirge,Munster,617881.47162249,615217.872169056,2AE196291C7B13A3E055000000000001,25013,227010,Ballymacarbry,25782901.8161011,28002.7497682252
182,197054,DRUMLOSH, ,ROSCOMMON,Ros Comáin,Connacht,599296.52574423,734321.772200655,2AE1962919DF13A3E055000000000001,30013,197054,Drumlosh,12491216.5606995,15907.6015495703
183,107079,PORTLAOIGHISE RURAL, ,LAOIS,Laois,Leinster,647781.343795908,698122.661060672,2AE1962916F513A3E055000000000001,08071,107079,Portlaoighise (Maryborough) Rural,21986738.9442444,31559.0257274804
184,207047,KILGLASS, ,SLIGO,Sligeach,Connacht,531069.793872605,831190.11448105,2AE196291A2913A3E055000000000001,31026,207047,Kilglass,23626894.6985168,21900.4566751771
185,107018,BORRIS, ,LAOIS,Laois,Leinster,645724.14247744,702070.789911466,2AE1962916B213A3E055000000000001,08044,107018,Borris,17498766.0979614,23623.5616329561
186,217105,KILMORE,An Chill Mhór,TIPPERARY,Tiobraid Árann,Munster,585414.959568845,670516.863187505,2AE196291BEA13A3E055000000000001,22041,217105,Kilmore,36474984.7808228,32240.5033721379
187,97047,GOWRAN,Gabhrán,KILKENNY,Cill Chainnigh,Leinster,662160.266173115,654426.32819835,2AE1962923F213A3E055000000000001,07048,97047,Gowran,25901378.9115295,26941.7124850114
188,157135,SALLYMOUNT, ,MAYO,Maigh Eo,Connacht,531774.847317996,814957.678414164,2AE19629187713A3E055000000000001,29031,157135,Sallymount,29372929.4858398,26499.9590927628
189,247083,LADY'S ISLAND, ,WEXFORD,Loch Garman,Leinster,711316.436000585,606266.90069238,2AE196291E8C13A3E055000000000001,14114,247083,Lady's Island,13880054.935791,15859.3434142985
190,197065,KILBRIDE NORTH, ,ROSCOMMON,Ros Comáin,Connacht,586544.346192859,774594.633165509,2AE196291A0E13A3E055000000000001,30091,197065,Kilbride North,20240813.1487122,25226.2473745324
191,268062,EDENMORE, ,DUBLIN,Baile Átha Cliath,Leinster,720758.483336124,738934.861375051,2AE196291D6913A3E055000000000001,02050,268062,Edenmore,557883.488464355,3820.93295258181
192,117028,DRUMARD, ,LEITRIM,Liatroim,Connacht,607609.593543045,793413.223521136,2AE19629171013A3E055000000000001,28067,117028,Drumard,12754851.1595764,22102.1945900707
193,247107,TAGHMON, ,WEXFORD,Loch Garman,Leinster,691898.423428475,619579.141474193,2AE196291EDA13A3E055000000000001,14121,247107,Taghmon,18641177.7475281,20001.3624018322
194,157099,KILLEDAN, ,MAYO,Maigh Eo,Connacht,534392.019044875,791847.816128905,2AE19629194C13A3E055000000000001,29114,157099,Killedan,24826009.3464661,36406.413298491
195,37046,DANGAN, ,CLARE,An Clár,Munster,546276.026619867,674890.219851389,2AE196291FC613A3E055000000000001,16142,37046,Dangan,16197880.81604,20235.5327977715
196,57073,GLENEELY, ,DONEGAL,Dún na nGall,Ulster,653490.493384588,943365.974161047,2AE19629206D13A3E055000000000001,33080,57073,Gleneely,41005719.5457764,31418.5400039304
197,27018,CANNINGSTOWN, ,CAVAN,An Cabhán,Ulster,660677.686946226,803026.665175561,2AE196291D5413A3E055000000000001,32045,27018,Canningstown,24113549.2668457,27338.3499248168
198,227047,GRANGE,An Ghráinsigh,WATERFORD,Port Láirge,Munster,617129.795940039,580906.239343731,2AE196291B6E13A3E055000000000001,25090,227047,Grange,12903029.508667,28389.3012060821
199,268141,ROYAL EXCHANGE B, ,DUBLIN,Baile Átha Cliath,Leinster,715664.884385435,733629.584154433,2AE196291DED13A3E055000000000001,02145,268141,Royal Exchange B,123005.906555176,1736.41719498924
200,127040,CARRIG,An Charraig,LIMERICK,Luimneach,Munster,549477.586407068,656731.55983792,2AE19629177F13A3E055000000000001,21058,127040,Carrig,18771703.7604675,19720.9586138589
201,187026,DAINGEAN,An Daingean,OFFALY,Uíbh Fhailí,Leinster,647168.320866196,726687.232035105,2AE196291A6A13A3E055000000000001,12065,187026,Daingean,18883360.6871948,19690.7097274566
202,187045,HAMMERLANE,Hammerlane,OFFALY,Uíbh Fhailí,Leinster,648141.026874295,712020.892343798,2AE196291AAF13A3E055000000000001,12070,187045,Hammerlane,23956387.77771,22510.3228573373
203,227033,DUNGARVAN No. 2 URBAN,Dún Garbhán (Uimh.2 Uirbeach),WATERFORD,Port Láirge,Munster,626802.443701652,593992.115253267,2AE196291B3A13A3E055000000000001,25002,227033,Dungarvan No. 2 Urban,2410218.86807251,8100.87455407707
204,47096,CLONAKILTY URBAN, ,CORK,Corcaigh,Munster,538341.384332659,541557.661896174,2AE196291F1213A3E055000000000001,18001,47096,Clonakilty Urban,4582973.08984375,8705.67036422056
205,67204,STRADBALLY, ,GALWAY,Gaillimh,Connacht,543954.463330644,724547.188268598,2AE19629232613A3E055000000000001,27064,67204,Stradbally,16182133.459137,21586.448831037
206,167066,NAVAN URBAN, ,MEATH,An Mhí,Leinster,686978.073106433,767751.558280228,2AE19629189313A3E055000000000001,11002,167066,Navan Urban,1778600.72750854,5503.51068705754
207,167063,MOYLAGH, ,MEATH,An Mhí,Leinster,654437.587783852,775118.487100842,2AE19629188613A3E055000000000001,11066,167063,Moylagh,24112820.3913574,26975.9862122599
208,217106,KILMUCKLIN,Cill Mhíolchon,TIPPERARY,Tiobraid Árann,Munster,591161.808914909,641382.320288969,2AE196291BF313A3E055000000000001,23169,217106,Kilmucklin,24969956.7295227,28066.6895591779
209,47176,INCHIGEELAGH, ,CORK,Corcaigh,Munster,524961.695071992,567782.307406622,2AE196291EF813A3E055000000000001,18209,47176,Inchigeelagh,25450209.1648865,29251.787650348
210,47321,WOODFORT, ,CORK,Corcaigh,Munster,513444.336361661,538598.174471792,2AE19629213B13A3E055000000000001,18308,47321,Woodfort,18954134.3714142,19855.5758728163
211,97099,TEMPLEORUM,Teampall Fhothram,KILKENNY,Cill Chainnigh,Leinster,648051.048763462,626488.396560208,2AE1962923F513A3E055000000000001,07020,97099,Templeorum,17414532.7181091,26140.6098043638
212,247064,KILGARVAN, ,WEXFORD,Loch Garman,Leinster,688283.932236486,625145.61263459,2AE196291E3B13A3E055000000000001,14078,247064,Kilgarvan,15051233.6383057,21793.6645135758
213,47295,SKULL, ,CORK,Corcaigh,Munster,491891.274503209,531268.340372392,2AE1962921BF13A3E055000000000001,18318,47295,Skull,16761212.5718689,30625.6514288466
214,77144,O'BRENNAN, ,KERRY,Ciarraí,Munster,492463.778675018,618145.794882894,2AE19629229613A3E055000000000001,19162,77144,O'Brennan,29621024.0220337,29086.9336900285
215,267155,TERENURE-CHERRYFIELD, ,DUBLIN,Baile Átha Cliath,Leinster,711620.189154457,730661.287953708,2AE196291CD713A3E055000000000001,03047,267155,Terenure-Cherryfield,508305.074066162,3145.57448403513
216,97019,CALLAN RURAL,Callainn (Tuath),KILKENNY,Cill Chainnigh,Leinster,640890.515120229,643358.549821868,2AE1962923B913A3E055000000000001,07004,97019,Callan Rural,41201466.070282,41298.9505570094
217,157028,BALLYNAGORAHER, ,MAYO,Maigh Eo,Connacht,511221.26730012,804516.333635574,2AE1962918E613A3E055000000000001,29070,157028,Ballynagoraher,44821886.1125183,32657.3395966442
218,68014,NUNS ISLAND, ,GALWAY,Gaillimh,Connacht,529307.353801965,725534.005625509,2AE19629237413A3E055000000000001,26014,68014,Nuns Island,709600.891143799,3879.33247859993
219,267085,FIRHOUSE-BALLYCULLEN, ,DUBLIN,Baile Átha Cliath,Leinster,712114.461594201,726188.929915212,2AE196291D6113A3E055000000000001,03012,267085,Firhouse-Ballycullen,2839593.96414185,7919.98544245593
220,47108,COOLAGH, ,CORK,Corcaigh,Munster,496094.302962752,537879.447032404,2AE196291F4A13A3E055000000000001,18311,47108,Coolagh,16134783.1577454,19638.996679562
221,237058,KILBEGGAN, ,WESTMEATH,An Iarmhí,Leinster,633221.871965852,735972.42288278,2AE196291B0313A3E055000000000001,13079,237058,Kilbeggan,17455326.4287415,18618.7994011768
222,67142,KILMALINOGE, ,GALWAY,Gaillimh,Connacht,586854.262868667,708354.578080372,2AE19629231713A3E055000000000001,27170,67142,Kilmalinoge,20274628.1117554,22475.1915170913
223,107017,BLANDSFORT, ,LAOIS,Laois,Leinster,649323.933337579,685419.385965801,2AE1962916B113A3E055000000000001,08005,107017,Blandsfort,20440032.4608765,21976.9615734004
224,217083,GRAIGUE,An Ghráig,TIPPERARY,Tiobraid Árann,Munster,614456.757837744,632177.70425574,2AE196291C4013A3E055000000000001,23106,217083,Graigue,17611301.0790405,21031.2970855237
225,107082,RATHASPICK, ,LAOIS,Laois,Leinster,659749.448248931,685586.641128274,2AE1962916F813A3E055000000000001,08035,107082,Rathaspick,15282267.7397156,18650.9641814795
226,268073,GRANGE C, ,DUBLIN,Baile Átha Cliath,Leinster,722382.592167134,739717.371544865,2AE196291D8113A3E055000000000001,02061,268073,Grange C,507725.549285889,2911.09074035629
227,57128,RATHMELTON, ,DONEGAL,Dún na nGall,Ulster,623205.687785501,920590.714970559,2AE19629209613A3E055000000000001,33124,57128,Rathmelton,39506467.3462524,38611.2197883993
228,37014,BOHERGLASS, ,CLARE,An Clár,Munster,558878.892145131,680257.170073961,2AE196291FE313A3E055000000000001,16121,37014,Boherglass,16956066.3847351,19746.0087181043
229,97101,THOMASTOWN,Baile Mhic Andáin,KILKENNY,Cill Chainnigh,Leinster,658697.389449808,642462.337390317,2AE1962923FA13A3E055000000000001,07084,97101,Thomastown,20830753.4684448,25215.2089591816
230,37065,GLENINAGH, ,CLARE,An Clár,Munster,516543.176004365,709041.826613706,2AE19629201B13A3E055000000000001,16011,37065,Gleninagh,28522974.5447693,23090.1141709171
231,147001,ARDEE RURAL,Baile Átha Fhirdhia (Tuath),LOUTH,Lú,Leinster,695859.139459788,790383.575905264,2AE19629194E13A3E055000000000001,10008,147001,Ardee Rural,63087951.5279236,53031.7438091753
232,167068,NEWTOWN, ,MEATH,An Mhí,Leinster,676716.420584355,782054.262654874,2AE19629189E13A3E055000000000001,11037,167068,Newtown,13765524.2286377,24798.6399076369
233,207056,LAKEVIEW, ,SLIGO,Sligeach,Connacht,575809.50013291,816274.453860056,2AE19629199E13A3E055000000000001,31054,207056,Lakeview,17876766.6837769,23510.4300529435
234,127128,ROCKHILL,Cnoc na Carraige,LIMERICK,Luimneach,Munster,552502.147111425,631509.055400481,2AE1962917D813A3E055000000000001,21046,127128,Rockhill,17120048.4724121,22583.9982206409
235,268041,CLONTARF EAST A, ,DUBLIN,Baile Átha Cliath,Leinster,721044.112893544,737537.385724805,2AE196291D4313A3E055000000000001,02037,268041,Clontarf East A,2065202.76712036,5835.41788883334
236,268087,KILMORE D, ,DUBLIN,Baile Átha Cliath,Leinster,719234.926764996,739311.680431378,2AE196291D9613A3E055000000000001,02072,268087,Kilmore D,664141.67590332,3651.54414029091
237,117064,MELVIN, ,LEITRIM,Liatroim,Connacht,588814.523527809,851775.025082649,3576C5999AEB4152E0530100007F0280,28029/28032,117064,Aghavoghill / Melvin,40587267.7410583,33912.6378532285
238,48057,St. PATRICK'S B, ,CORK,Corcaigh,Munster,567989.986698241,572557.80378504,2AE1962921A713A3E055000000000001,17052,48057,St. Patrick's B,484614.562774658,2958.95121176599
239,67107,HILLSBROOK, ,GALWAY,Gaillimh,Connacht,552936.258536839,749505.50888347,2AE19629235613A3E055000000000001,27199,67107,Hillsbrook,23489763.3643188,23085.0469225767
240,137034,GRANARD RURAL, ,LONGFORD,An Longfort,Leinster,632178.141100236,780194.93768206,2AE19629190313A3E055000000000001,09026,137034,Granard Rural,16450882.7076111,43672.6909899365
241,47097,CLONDROHID, ,CORK,Corcaigh,Munster,528300.375853417,579406.36550177,2AE196291F1313A3E055000000000001,18203,47097,Clondrohid,46026776.3615417,43272.5884657491
242,187015,BROUGHAL,Brothlach,OFFALY,Uíbh Fhailí,Leinster,615217.692966967,716137.120220185,2AE196291A4213A3E055000000000001,12006,187015,Broughal,17966851.3916321,19070.3459074504
243,177020,CASTLESHANE,Caisleán an tSiáin,MONAGHAN,Muineachán,Ulster,674680.104559944,832836.706880219,2AE196291AAB13A3E055000000000001,34051,177020,Castleshane,22182925.1213379,22373.3117758179
244,97082,PAULSTOWN,Baile Phóil,KILKENNY,Cill Chainnigh,Leinster,666486.98643253,656938.763510862,2AE1962923D613A3E055000000000001,07054,97082,Paulstown,14502055.3838501,20769.5944565727
245,207082,SLIGO EAST, ,SLIGO,Sligeach,Connacht,570021.153724822,834991.843699931,2AE1962919FC13A3E055000000000001,31001,207082,Sligo East,2692376.76159668,7349.9118245679
246,47172,GREENVILLE, ,CORK,Corcaigh,Munster,535689.110495665,564197.326009601,2AE196291F9113A3E055000000000001,18208,47172,Greenville,17240093.1720581,21683.5888947561
247,268119,PRIORSWOOD C, ,DUBLIN,Baile Átha Cliath,Leinster,720495.621617821,740729.307486084,2AE196291DCA13A3E055000000000001,02082,268119,Priorswood C,872586.629547119,4077.67616656005
248,37076,KILFIDDANE, ,CLARE,An Clár,Munster,517057.179823689,660581.887074028,2AE196291FA013A3E055000000000001,16070,37076,Kilfiddane,27252570.8926086,29018.8588893135
